From	To	Direction	Type	Pathway_name	Database_source	Conc	DB_edge_correlation	DB_edge_color	Branch	Branch_path	Signaling_protein	Global_sign	receiver_avg_log2FC	Edge_weight	p_val
TRAF2	RAC1	directed	process(activation)	Osteoclast_differentiation	KEGG	TRAF2RAC1	1	Red	Leaf_branch_122	IFNG___IFNGR1___STAT1___TRAF2___RAC1___NCF1	Signaling	1	-15.1440564852218	1.33661721291699e-05	0.04
RAC1	NCF1	directed	process(activation)	Osteoclast_differentiation	KEGG	RAC1NCF1	1	Red	Leaf_branch_122	IFNG___IFNGR1___STAT1___TRAF2___RAC1___NCF1	Leaf	1	16.6333100890675	0.0273877758234138	0.04
IFNG	IFNGR2	directed	process(activation)	Osteoclast_differentiation	KEGG	IFNGIFNGR2	1	Red	Leaf_branch_123	IFNG___IFNGR2___STAT1___TRAF2___MAP3K7___MAP2K6___MAPK14___FOS	Ligand	1	24.5549696494559	0.0272586370712746	0.04
IFNGR2	STAT1	directed	process(activation)	Osteoclast_differentiation	KEGG	IFNGR2STAT1	1	Red	Leaf_branch_123	IFNG___IFNGR2___STAT1___TRAF2___MAP3K7___MAP2K6___MAPK14___FOS	Receptor	1	-0.778639888731408	0.0295412626560003	0.04
STAT1	TRAF2	directed	process(indirect_effect)	Osteoclast_differentiation	KEGG	STAT1TRAF2	0.25	Green	Leaf_branch_123	IFNG___IFNGR2___STAT1___TRAF2___MAP3K7___MAP2K6___MAPK14___FOS	Signaling	1	-0.798803911298352	0.00278792252561712	0.04
TRAF2	MAP3K7	directed	process(activation)	Osteoclast_differentiation	KEGG	TRAF2MAP3K7	1	Red	Leaf_branch_123	IFNG___IFNGR2___STAT1___TRAF2___MAP3K7___MAP2K6___MAPK14___FOS	Signaling	1	-25.0261141566789	0.0152945068532188	0.04
MAP3K7	MAP2K6	directed	process(activation)	Osteoclast_differentiation	KEGG	MAP3K7MAP2K6	1	Red	Leaf_branch_123	IFNG___IFNGR2___STAT1___TRAF2___MAP3K7___MAP2K6___MAPK14___FOS	Signaling	1	0.792816919838553	0.0152940974877797	0.04
MAP2K6	MAPK14	directed	process(activation)	Osteoclast_differentiation	KEGG	MAP2K6MAPK14	1	Red	Leaf_branch_123	IFNG___IFNGR2___STAT1___TRAF2___MAP3K7___MAP2K6___MAPK14___FOS	Signaling	1	-12.3617867435481	0.0232451830535528	0.04
MAPK14	FOS	directed	process(activation)	Osteoclast_differentiation	KEGG	MAPK14FOS	1	Red	Leaf_branch_123	IFNG___IFNGR2___STAT1___TRAF2___MAP3K7___MAP2K6___MAPK14___FOS	Leaf	1	9.24377898043219	0.0886885964616446	0.04
TNF	TNFRSF1A	directed	process(activation)	Osteoclast_differentiation	KEGG	TNFTNFRSF1A	1	Red	Leaf_branch_144	TNF___TNFRSF1A___TRAF2___MAP3K7___MAP2K6___MAPK14___FOSL2	Ligand	1	41.113067856744	0.045275302400301	0.048
TNFRSF1A	TRAF2	directed	process(activation)	Osteoclast_differentiation	KEGG	TNFRSF1ATRAF2	1	Red	Leaf_branch_144	TNF___TNFRSF1A___TRAF2___MAP3K7___MAP2K6___MAPK14___FOSL2	Receptor	1	-0.798803911298352	0.0202969922320282	0.048
TRAF2	MAP3K7	directed	process(activation)	Osteoclast_differentiation	KEGG	TRAF2MAP3K7	1	Red	Leaf_branch_144	TNF___TNFRSF1A___TRAF2___MAP3K7___MAP2K6___MAPK14___FOSL2	Signaling	1	-25.0261141566789	0.0278372591006424	0.048
MAP3K7	MAP2K6	directed	process(activation)	Osteoclast_differentiation	KEGG	MAP3K7MAP2K6	1	Red	Leaf_branch_144	TNF___TNFRSF1A___TRAF2___MAP3K7___MAP2K6___MAPK14___FOSL2	Signaling	1	0.792816919838553	0.0532023315329973	0.048
MAP2K6	MAPK14	directed	process(activation)	Osteoclast_differentiation	KEGG	MAP2K6MAPK14	1	Red	Leaf_branch_144	TNF___TNFRSF1A___TRAF2___MAP3K7___MAP2K6___MAPK14___FOSL2	Signaling	1	-12.3617867435481	0.0115589886790036	0.048
MAPK14	FOSL2	directed	process(activation)	Osteoclast_differentiation	KEGG	MAPK14FOSL2	1	Red	Leaf_branch_144	TNF___TNFRSF1A___TRAF2___MAP3K7___MAP2K6___MAPK14___FOSL2	Leaf	1	-28.3321668389432	0.0149702347554432	0.048
